Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,,,,,,,,,,,,,,,,,,,,
016,001,019,155,Idaho,Ada County,Iowa,Pottawattamie County,16,26,0,22,16,26,16,26,,,,,,,,,,,,,,,,,,,,,,,,
016,001,019,167,Idaho,Ada County,Iowa,Sioux County,0,28,20,21,-20,21,20,21,,,,,,,,,,,,,,,,,,,,,,,,
016,001,019,181,Idaho,Ada County,Iowa,Warren County,5,8,33,39,-28,39,38,39,,,,,,,,,,,,,,,,,,,,,,,,
016,001,019,193,Idaho,Ada County,Iowa,Woodbury County,0,28,25,39,-25,39,25,39,,,,,,,,,,,,,,,,,,,,,,,,
016,001,020,045,Idaho,Ada County,Kansas,Douglas County,16,27,0,24,16,27,16,27,,,,,,,,,,,,,,,,,,,,,,,,
016,001,020,091,Idaho,Ada County,Kansas,Johnson County,28,44,0,24,28,44,28,44,,,,,,,,,,,,,,,,,,,,,,,,
016,001,020,093,Idaho,Ada County,Kansas,Kearny County,0,28,3,5,-3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
016,001,020,095,Idaho,Ada County,Kansas,Kingman County,0,28,1,3,-1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,001,020,097,Idaho,Ada County,Kansas,Kiowa County,36,57,0,10,36,57,36,57,,,,,,,,,,,,,,,,,,,,,,,,
016,001,020,149,Idaho,Ada County,Kansas,Pottawatomie County,0,28,4,5,-4,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,
016,001,020,173,Idaho,Ada County,Kansas,Sedgwick County,0,28,12,18,-12,18,12,18,,,,,,,,,,,,,,,,,,,,,,,,
016,001,021,103,Idaho,Ada County,Kentucky,Henry County,0,28,41,60,-41,60,41,60,,,,,,,,,,,,,,,,,,,,,,,,
016,001,021,111,Idaho,Ada County,Kentucky,Jefferson County,0,28,11,17,-11,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,
016,001,022,033,Idaho,Ada County,Louisiana,East Baton Rouge Parish,11,18,0,29,11,18,11,18,,,,,,,,,,,,,,,,,,,,,,,,
016,001,022,071,Idaho,Ada County,Louisiana,Orleans Parish,0,28,14,22,-14,22,14,22,,,,,,,,,,,,,,,,,,,,,,,,
016,001,022,105,Idaho,Ada County,Louisiana,Tangipahoa Parish,0,28,60,92,-60,92,60,92,,,,,,,,,,,,,,,,,,,,,,,,
016,001,022,115,Idaho,Ada County,Louisiana,Vernon Parish,17,26,0,29,17,26,17,26,,,,,,,,,,,,,,,,,,,,,,,,
016,001,023,005,Idaho,Ada County,Maine,Cumberland County,21,36,9,15,12,38,30,41,,,,,,,,,,,,,,,,,,,,,,,,
016,001,023,011,Idaho,Ada County,Maine,Kennebec County,0,28,14,22,-14,22,14,22,,,,,,,,,,,,,,,,,,,,,,,,
016,001,023,017,Idaho,Ada County,Maine,Oxford County,80,119,0,23,80,119,80,119,,,,,,,,,,,,,,,,,,,,,,,,
016,001,024,003,Idaho,Ada County,Maryland,Anne Arundel County,0,28,24,38,-24,38,24,38,,,,,,,,,,,,,,,,,,,,,,,,
016,001,024,005,Idaho,Ada County,Maryland,Baltimore County,0,28,13,13,-13,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,
016,001,024,031,Idaho,Ada County,Maryland,Montgomery County,5,8,0,28,5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,001,024,033,Idaho,Ada County,Maryland,Prince George's County,0,28,16,25,-16,25,16,25,,,,,,,,,,,,,,,,,,,,,,,,
016,001,024,043,Idaho,Ada County,Maryland,Washington County,0,28,44,66,-44,66,44,66,,,,,,,,,,,,,,,,,,,,,,,,
016,001,025,001,Idaho,Ada County,Massachusetts,Barnstable County,36,54,9,13,27,55,45,56,,,,,,,,,,,,,,,,,,,,,,,,
016,001,025,015,Idaho,Ada County,Massachusetts,Hampshire County,0,28,14,21,-14,21,14,21,,,,,,,,,,,,,,,,,,,,,,,,
016,001,025,017,Idaho,Ada County,Massachusetts,Middlesex County,14,22,0,29,14,22,14,22,,,,,,,,,,,,,,,,,,,,,,,,
016,001,025,021,Idaho,Ada County,Massachusetts,Norfolk County,0,28,8,17,-8,17,8,17,,,,,,,,,,,,,,,,,,,,,,,,
016,001,025,023,Idaho,Ada County,Massachusetts,Plymouth County,0,28,67,92,-67,92,67,92,,,,,,,,,,,,,,,,,,,,,,,,
016,001,025,025,Idaho,Ada County,Massachusetts,Suffolk County,31,31,77,64,-46,72,108,70,,,,,,,,,,,,,,,,,,,,,,,,
016,001,025,027,Idaho,Ada County,Massachusetts,Worcester County,9,12,0,29,9,12,9,12,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,007,Idaho,Ada County,Michigan,Alpena County,0,28,8,12,-8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,065,Idaho,Ada County,Michigan,Ingham County,0,28,44,69,-44,69,44,69,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,077,Idaho,Ada County,Michigan,Kalamazoo County,68,99,0,23,68,99,68,99,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,093,Idaho,Ada County,Michigan,Livingston County,0,28,12,20,-12,20,12,20,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,121,Idaho,Ada County,Michigan,Muskegon County,73,121,0,23,73,121,73,121,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,123,Idaho,Ada County,Michigan,Newaygo County,0,28,11,12,-11,12,11,12,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,125,Idaho,Ada County,Michigan,Oakland County,40,63,0,23,40,63,40,63,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,139,Idaho,Ada County,Michigan,Ottawa County,21,35,0,23,21,35,21,35,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,143,Idaho,Ada County,Michigan,Roscommon County,0,28,17,28,-17,28,17,28,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,161,Idaho,Ada County,Michigan,Washtenaw County,0,28,88,117,-88,117,88,117,,,,,,,,,,,,,,,,,,,,,,,,
016,001,026,163,Idaho,Ada County,Michigan,Wayne County,16,25,0,23,16,25,16,25,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,035,Idaho,Ada County,Minnesota,Crow Wing County,0,28,32,40,-32,40,32,40,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,037,Idaho,Ada County,Minnesota,Dakota County,0,28,2,3,-2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,053,Idaho,Ada County,Minnesota,Hennepin County,48,43,44,68,4,79,92,82,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,055,Idaho,Ada County,Minnesota,Houston County,17,28,0,14,17,28,17,28,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,091,Idaho,Ada County,Minnesota,Martin County,0,28,2,3,-2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,103,Idaho,Ada County,Minnesota,Nicollet County,28,53,0,18,28,53,28,53,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,109,Idaho,Ada County,Minnesota,Olmsted County,0,28,13,19,-13,19,13,19,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,123,Idaho,Ada County,Minnesota,Ramsey County,32,38,0,20,32,38,32,38,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,139,Idaho,Ada County,Minnesota,Scott County,6,12,0,20,6,12,6,12,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,151,Idaho,Ada County,Minnesota,Swift County,4,8,0,12,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,157,Idaho,Ada County,Minnesota,Wabasha County,6,12,0,16,6,12,6,12,,,,,,,,,,,,,,,,,,,,,,,,
016,001,027,163,Idaho,Ada County,Minnesota,Washington County,0,28,29,41,-29,41,29,41,,,,,,,,,,,,,,,,,,,,,,,,
016,001,028,033,Idaho,Ada County,Mississippi,DeSoto County,33,62,0,30,33,62,33,62,,,,,,,,,,,,,,,,,,,,,,,,
016,001,028,047,Idaho,Ada County,Mississippi,Harrison County,0,28,20,25,-20,25,20,25,,,,,,,,,,,,,,,,,,,,,,,,
016,001,028,059,Idaho,Ada County,Mississippi,Jackson County,0,28,24,38,-24,38,24,38,,,,,,,,,,,,,,,,,,,,,,,,
016,001,028,121,Idaho,Ada County,Mississippi,Rankin County,45,77,0,30,45,77,45,77,,,,,,,,,,,,,,,,,,,,,,,,
016,001,028,145,Idaho,Ada County,Mississippi,Union County,0,28,29,43,-29,43,29,43,,,,,,,,,,,,,,,,,,,,,,,,
016,001,028,149,Idaho,Ada County,Mississippi,Warren County,0,28,1,5,-1,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,
016,001,029,077,Idaho,Ada County,Missouri,Greene County,47,55,0,26,47,55,47,55,,,,,,,,,,,,,,,,,,,,,,,,
016,001,029,095,Idaho,Ada County,Missouri,Jackson County,0,28,6,10,-6,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,
016,001,029,097,Idaho,Ada County,Missouri,Jasper County,0,28,8,12,-8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,001,029,169,Idaho,Ada County,Missouri,Pulaski County,0,28,20,33,-20,33,20,33,,,,,,,,,,,,,,,,,,,,,,,,
016,001,029,183,Idaho,Ada County,Missouri,St. Charles County,0,28,83,83,-83,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,
016,001,029,189,Idaho,Ada County,Missouri,St. Louis County,0,28,7,10,-7,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,
016,001,029,225,Idaho,Ada County,Missouri,Webster County,0,28,28,40,-28,40,28,40,,,,,,,,,,,,,,,,,,,,,,,,
016,001,029,510,Idaho,Ada County,Missouri,St. Louis city,0,28,13,15,-13,15,13,15,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,001,Idaho,Ada County,Montana,Beaverhead County,20,32,10,17,10,37,30,36,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,003,Idaho,Ada County,Montana,Big Horn County,5,11,0,16,5,11,5,11,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,005,Idaho,Ada County,Montana,Blaine County,0,28,4,7,-4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,013,Idaho,Ada County,Montana,Cascade County,17,26,3,4,14,27,20,26,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,017,Idaho,Ada County,Montana,Custer County,0,28,11,22,-11,22,11,22,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,029,Idaho,Ada County,Montana,Flathead County,0,28,361,462,-361,462,361,462,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,031,Idaho,Ada County,Montana,Gallatin County,25,32,98,51,-73,60,123,60,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,039,Idaho,Ada County,Montana,Granite County,20,32,11,16,9,36,31,36,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,049,Idaho,Ada County,Montana,Lewis and Clark County,52,69,30,20,22,75,82,69,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,063,Idaho,Ada County,Montana,Missoula County,276,211,13,18,263,211,289,213,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,081,Idaho,Ada County,Montana,Ravalli County,5,11,7,11,-2,15,12,16,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,093,Idaho,Ada County,Montana,Silver Bow County,16,19,0,21,16,19,16,19,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,099,Idaho,Ada County,Montana,Teton County,0,28,16,22,-16,22,16,22,,,,,,,,,,,,,,,,,,,,,,,,
016,001,030,111,Idaho,Ada County,Montana,Yellowstone County,0,28,52,38,-52,38,52,38,,,,,,,,,,,,,,,,,,,,,,,,
016,001,031,021,Idaho,Ada County,Nebraska,Burt County,0,28,2,5,-2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,001,031,049,Idaho,Ada County,Nebraska,Deuel County,0,28,9,12,-9,12,9,12,,,,,,,,,,,,,,,,,,,,,,,,
016,001,031,055,Idaho,Ada County,Nebraska,Douglas County,31,37,0,22,31,37,31,37,,,,,,,,,,,,,,,,,,,,,,,,
016,001,031,109,Idaho,Ada County,Nebraska,Lancaster County,40,52,10,13,30,54,50,54,,,,,,,,,,,,,,,,,,,,,,,,
016,001,031,161,Idaho,Ada County,Nebraska,Sheridan County,0,28,9,10,-9,10,9,10,,,,,,,,,,,,,,,,,,,,,,,,
016,001,032,003,Idaho,Ada County,Nevada,Clark County,430,267,72,52,358,272,502,272,,,,,,,,,,,,,,,,,,,,,,,,
016,001,032,005,Idaho,Ada County,Nevada,Douglas County,40,43,5,9,35,44,45,44,,,,,,,,,,,,,,,,,,,,,,,,
016,001,032,007,Idaho,Ada County,Nevada,Elko County,303,257,0,29,303,257,303,257,,,,,,,,,,,,,,,,,,,,,,,,
016,001,032,013,Idaho,Ada County,Nevada,Humboldt County,0,28,7,11,-7,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,
016,001,032,015,Idaho,Ada County,Nevada,Lander County,0,28,87,148,-87,148,87,148,,,,,,,,,,,,,,,,,,,,,,,,
016,001,032,031,Idaho,Ada County,Nevada,Washoe County,158,138,28,44,130,146,186,144,,,,,,,,,,,,,,,,,,,,,,,,
016,001,032,033,Idaho,Ada County,Nevada,White Pine County,0,28,18,29,-18,29,18,29,,,,,,,,,,,,,,,,,,,,,,,,
016,001,034,003,Idaho,Ada County,New Jersey,Bergen County,1,3,0,28,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,001,034,035,Idaho,Ada County,New Jersey,Somerset County,11,17,0,28,11,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,
016,001,035,001,Idaho,Ada County,New Mexico,Bernalillo County,28,45,14,21,14,50,42,51,,,,,,,,,,,,,,,,,,,,,,,,
016,001,035,043,Idaho,Ada County,New Mexico,Sandoval County,135,204,0,28,135,204,135,204,,,,,,,,,,,,,,,,,,,,,,,,
016,001,036,009,Idaho,Ada County,New York,Cattaraugus County,0,28,18,28,-18,28,18,28,,,,,,,,,,,,,,,,,,,,,,,,
016,001,036,023,Idaho,Ada County,New York,Cortland County,0,28,5,10,-5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,001,036,055,Idaho,Ada County,New York,Monroe County,13,20,0,27,13,20,13,20,,,,,,,,,,,,,,,,,,,,,,,,
016,001,036,061,Idaho,Ada County,New York,New York County,12,21,11,18,1,27,23,28,,,,,,,,,,,,,,,,,,,,,,,,
016,001,036,067,Idaho,Ada County,New York,Onondaga County,0,28,73,121,-73,121,73,121,,,,,,,,,,,,,,,,,,,,,,,,
016,001,036,081,Idaho,Ada County,New York,Queens County,92,134,7,13,85,136,99,133,,,,,,,,,,,,,,,,,,,,,,,,
016,001,036,101,Idaho,Ada County,New York,Steuben County,22,34,0,27,22,34,22,34,,,,,,,,,,,,,,,,,,,,,,,,
016,001,036,103,Idaho,Ada County,New York,Suffolk County,79,96,0,27,79,96,79,96,,,,,,,,,,,,,,,,,,,,,,,,
016,001,036,109,Idaho,Ada County,New York,Tompkins County,58,66,0,27,58,66,58,66,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,049,Idaho,Ada County,North Carolina,Craven County,26,47,0,28,26,47,26,47,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,051,Idaho,Ada County,North Carolina,Cumberland County,30,33,0,28,30,33,30,33,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,067,Idaho,Ada County,North Carolina,Forsyth County,11,19,0,28,11,19,11,19,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,081,Idaho,Ada County,North Carolina,Guilford County,23,33,0,28,23,33,23,33,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,083,Idaho,Ada County,North Carolina,Halifax County,0,28,20,30,-20,30,20,30,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,089,Idaho,Ada County,North Carolina,Henderson County,0,28,7,11,-7,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,119,Idaho,Ada County,North Carolina,Mecklenburg County,61,60,0,28,61,60,61,60,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,125,Idaho,Ada County,North Carolina,Moore County,0,28,10,15,-10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,135,Idaho,Ada County,North Carolina,Orange County,31,24,0,28,31,24,31,24,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,183,Idaho,Ada County,North Carolina,Wake County,10,15,0,28,10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,001,037,191,Idaho,Ada County,North Carolina,Wayne County,12,19,0,28,12,19,12,19,,,,,,,,,,,,,,,,,,,,,,,,
016,001,038,015,Idaho,Ada County,North Dakota,Burleigh County,78,110,3,6,75,110,81,110,,,,,,,,,,,,,,,,,,,,,,,,
016,001,038,017,Idaho,Ada County,North Dakota,Cass County,30,40,0,22,30,40,30,40,,,,,,,,,,,,,,,,,,,,,,,,
016,001,038,035,Idaho,Ada County,North Dakota,Grand Forks County,0,28,7,11,-7,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,
016,001,038,053,Idaho,Ada County,North Dakota,McKenzie County,34,41,7,12,27,44,41,42,,,,,,,,,,,,,,,,,,,,,,,,
016,001,038,089,Idaho,Ada County,North Dakota,Stark County,11,12,0,20,11,12,11,12,,,,,,,,,,,,,,,,,,,,,,,,
016,001,038,093,Idaho,Ada County,North Dakota,Stutsman County,0,28,4,8,-4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,001,038,097,Idaho,Ada County,North Dakota,Traill County,0,28,1,2,-1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,001,038,105,Idaho,Ada County,North Dakota,Williams County,12,26,0,20,12,26,12,26,,,,,,,,,,,,,,,,,,,,,,,,
016,001,039,009,Idaho,Ada County,Ohio,Athens County,28,45,0,27,28,45,28,45,,,,,,,,,,,,,,,,,,,,,,,,
016,001,039,025,Idaho,Ada County,Ohio,Clermont County,0,28,50,78,-50,78,50,78,,,,,,,,,,,,,,,,,,,,,,,,
016,001,039,035,Idaho,Ada County,Ohio,Cuyahoga County,11,26,0,27,11,26,11,26,,,,,,,,,,,,,,,,,,,,,,,,
016,001,039,057,Idaho,Ada County,Ohio,Greene County,0,28,21,19,-21,19,21,19,,,,,,,,,,,,,,,,,,,,,,,,
016,001,039,089,Idaho,Ada County,Ohio,Licking County,0,28,15,24,-15,24,15,24,,,,,,,,,,,,,,,,,,,,,,,,
016,001,039,113,Idaho,Ada County,Ohio,Montgomery County,29,46,0,27,29,46,29,46,,,,,,,,,,,,,,,,,,,,,,,,
016,001,039,165,Idaho,Ada County,Ohio,Warren County,1,2,7,12,-6,12,8,13,,,,,,,,,,,,,,,,,,,,,,,,
016,001,040,017,Idaho,Ada County,Oklahoma,Canadian County,125,203,0,22,125,203,125,203,,,,,,,,,,,,,,,,,,,,,,,,
016,001,040,031,Idaho,Ada County,Oklahoma,Comanche County,0,28,77,109,-77,109,77,109,,,,,,,,,,,,,,,,,,,,,,,,
016,001,040,127,Idaho,Ada County,Oklahoma,Pushmataha County,4,8,0,15,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,001,040,131,Idaho,Ada County,Oklahoma,Rogers County,0,28,2,4,-2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,001,040,143,Idaho,Ada County,Oklahoma,Tulsa County,0,28,22,33,-22,33,22,33,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,001,Idaho,Ada County,Oregon,Baker County,191,217,95,70,96,237,286,219,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,003,Idaho,Ada County,Oregon,Benton County,0,28,35,28,-35,28,35,28,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,005,Idaho,Ada County,Oregon,Clackamas County,74,60,352,192,-278,200,426,202,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,007,Idaho,Ada County,Oregon,Clatsop County,0,28,46,68,-46,68,46,68,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,011,Idaho,Ada County,Oregon,Coos County,0,28,27,41,-27,41,27,41,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,017,Idaho,Ada County,Oregon,Deschutes County,292,452,32,34,260,451,324,455,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,023,Idaho,Ada County,Oregon,Grant County,0,28,55,62,-55,62,55,62,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,025,Idaho,Ada County,Oregon,Harney County,0,28,9,18,-9,18,9,18,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,029,Idaho,Ada County,Oregon,Jackson County,0,28,22,27,-22,27,22,27,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,031,Idaho,Ada County,Oregon,Jefferson County,0,28,32,54,-32,54,32,54,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,033,Idaho,Ada County,Oregon,Josephine County,70,70,18,27,52,77,88,73,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,039,Idaho,Ada County,Oregon,Lane County,61,52,63,51,-2,74,124,72,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,041,Idaho,Ada County,Oregon,Lincoln County,0,28,25,40,-25,40,25,40,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,043,Idaho,Ada County,Oregon,Linn County,47,70,178,122,-131,138,225,142,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,045,Idaho,Ada County,Oregon,Malheur County,195,176,105,61,90,189,300,184,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,047,Idaho,Ada County,Oregon,Marion County,0,28,52,36,-52,36,52,36,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,049,Idaho,Ada County,Oregon,Morrow County,0,28,7,9,-7,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,051,Idaho,Ada County,Oregon,Multnomah County,141,93,177,139,-36,180,318,154,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,053,Idaho,Ada County,Oregon,Polk County,4,8,14,21,-10,22,18,22,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,059,Idaho,Ada County,Oregon,Umatilla County,42,42,0,28,42,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,061,Idaho,Ada County,Oregon,Union County,283,268,48,47,235,273,331,271,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,063,Idaho,Ada County,Oregon,Wallowa County,55,75,0,17,55,75,55,75,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,065,Idaho,Ada County,Oregon,Wasco County,5,9,0,22,5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,067,Idaho,Ada County,Oregon,Washington County,74,71,178,130,-104,149,252,148,,,,,,,,,,,,,,,,,,,,,,,,
016,001,041,071,Idaho,Ada County,Oregon,Yamhill County,49,75,46,58,3,94,95,95,,,,,,,,,,,,,,,,,,,,,,,,
016,001,042,003,Idaho,Ada County,Pennsylvania,Allegheny County,22,40,26,24,-4,47,48,46,,,,,,,,,,,,,,,,,,,,,,,,
016,001,042,043,Idaho,Ada County,Pennsylvania,Dauphin County,0,28,12,19,-12,19,12,19,,,,,,,,,,,,,,,,,,,,,,,,
016,001,042,049,Idaho,Ada County,Pennsylvania,Erie County,0,28,17,27,-17,27,17,27,,,,,,,,,,,,,,,,,,,,,,,,
016,001,042,071,Idaho,Ada County,Pennsylvania,Lancaster County,44,75,0,24,44,75,44,75,,,,,,,,,,,,,,,,,,,,,,,,
016,001,042,075,Idaho,Ada County,Pennsylvania,Lebanon County,49,61,0,24,49,61,49,61,,,,,,,,,,,,,,,,,,,,,,,,
016,001,042,091,Idaho,Ada County,Pennsylvania,Montgomery County,20,32,0,24,20,32,20,32,,,,,,,,,,,,,,,,,,,,,,,,
016,001,042,095,Idaho,Ada County,Pennsylvania,Northampton County,0,28,6,11,-6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,001,042,101,Idaho,Ada County,Pennsylvania,Philadelphia County,2,6,0,24,2,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,
016,001,042,107,Idaho,Ada County,Pennsylvania,Schuylkill County,0,28,17,27,-17,27,17,27,,,,,,,,,,,,,,,,,,,,,,,,
016,001,044,005,Idaho,Ada County,Rhode Island,Newport County,0,28,9,20,-9,20,9,20,,,,,,,,,,,,,,,,,,,,,,,,
016,001,045,015,Idaho,Ada County,South Carolina,Berkeley County,0,28,219,213,-219,213,219,213,,,,,,,,,,,,,,,,,,,,,,,,
016,001,045,073,Idaho,Ada County,South Carolina,Oconee County,94,152,0,29,94,152,94,152,,,,,,,,,,,,,,,,,,,,,,,,
016,001,045,079,Idaho,Ada County,South Carolina,Richland County,0,28,33,29,-33,29,33,29,,,,,,,,,,,,,,,,,,,,,,,,
016,001,045,081,Idaho,Ada County,South Carolina,Saluda County,0,28,16,27,-16,27,16,27,,,,,,,,,,,,,,,,,,,,,,,,
016,001,045,083,Idaho,Ada County,South Carolina,Spartanburg County,0,28,143,134,-143,134,143,134,,,,,,,,,,,,,,,,,,,,,,,,
016,001,046,005,Idaho,Ada County,South Dakota,Beadle County,443,553,0,15,443,553,443,553,,,,,,,,,,,,,,,,,,,,,,,,
016,001,046,099,Idaho,Ada County,South Dakota,Minnehaha County,28,47,19,31,9,56,47,56,,,,,,,,,,,,,,,,,,,,,,,,
016,001,046,103,Idaho,Ada County,South Dakota,Pennington County,37,60,0,22,37,60,37,60,,,,,,,,,,,,,,,,,,,,,,,,
016,001,047,049,Idaho,Ada County,Tennessee,Fentress County,0,28,5,9,-5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,001,047,147,Idaho,Ada County,Tennessee,Robertson County,0,28,12,19,-12,19,12,19,,,,,,,,,,,,,,,,,,,,,,,,
016,001,047,157,Idaho,Ada County,Tennessee,Shelby County,123,147,13,18,110,148,136,149,,,,,,,,,,,,,,,,,,,,,,,,
016,001,048,027,Idaho,Ada County,Texas,Bell County,0,28,28,30,-28,30,28,30,,,,,,,,,,,,,,,,,,,,,,,,
016,001,048,029,Idaho,Ada County,Texas,Bexar County,105,97,0,31,105,97,105,97,,,,,,,,,,,,,,,,,,,,,,,,
016,001,048,039,Idaho,Ada County,Texas,Brazoria County,0,28,9,14,-9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,001,048,041,Idaho,Ada County,Texas,Brazos County,0,28,24,31,-24,31,24,31,,,,,,,,,,,,,,,,,,,,,,,,
016,001,048,085,Idaho,Ada County,Texas,Collin County,0,28,41,48,-41,48,41,48,,,,,,,,,,,,,,,,,,,,,,,,
016,001,048,113,Idaho,Ada County,Texas,Dallas County,98,77,79,79,19,108,177,113,,,,,,,,,,,,,,,,,,,,,,,,
016,001,048,121,Idaho,Ada County,Texas,Denton County,45,58,0,31,45,58,45,58,,,,,,,,,,,,,,,,,,,,,,,,
016,001,048,143,Idaho,Ada County,Texas,Erath County,0,28,6,11,-6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,001,048,157,Idaho,Ada County,Texas,Fort Bend County,37,61,48,80,-11,98,85,104,,,,,,,,,,,,,,,,,,,,,,,,
